text,text_implied,target,stereotype
"['stick him in an mri machine, film the magnets ripping all that shit out of his flesh,']",['the group should be tortured.'],['not specified'],[]
"[""careful don't feed the tribesman""]",['Immigrants are primitive tribesmen'],['Immigrants'],[]
"[""careful don't feed the tribesman""]",['Indigenous peoples are barbarians and should not be fed like people'],['Indian people'],[]
"['how easy it is to get a background from someone with no background that lives in a mud hut, lmao!']",['Immigrants are inferior'],['Immigrants'],[]
"['how easy it is to get a background from someone with no background that lives in a mud hut, lmao!']",['immigrants are uncivilized and live in primitive conditions'],['immigrants'],[]
['deport those little turds!!'],['Immigrants should be deported.'],['Immigrants'],[]
['deport those little turds!!'],['Immigrants should be deported'],['Immigrants'],[]
['deport mom and grandma!'],['Immigrants should be deported'],['Immigrants'],[]
['deport mom and grandma!'],['Immigrants are bad and should be deported'],['Immigrants'],[]
['educate yourselves abt this important issue: this barbaric enemy will out breed you & take over your counties..wake up'],['Immigrants are barbaric enemies and should be avoided'],['Immigrants'],[]
['educate yourselves abt this important issue: this barbaric enemy will out breed you & take over your counties..wake up'],['Immigrants should not be allowed to take over the country'],['Immigrants'],[]
"[""if they don't like the conditions don't do things to get put there! stay in your own country!""]",['immigrants are greedy'],['immigrants'],[]
"[""if they don't like the conditions don't do things to get put there! stay in your own country!""]",['Immigrants have no voice in our country'],['Immigrants'],[]
"['ah, the feminist double standard, she can troll cnn and stalk chris cuomo but not vice versa.']",['Women are deceiving'],['Women'],[]
"['ah, the feminist double standard, she can troll cnn and stalk chris cuomo but not vice versa.']",['feminists have double standards'],['feminists'],[]
['give an inch they want a mile. no daca. no compromise. no surrender!'],['immigrants are unreasonable for wanting human rights'],['immigrants'],[]
['give an inch they want a mile. no daca. no compromise. no surrender!'],['Immigrants are ungrateful'],['Immigrants'],[]
"[""- if going to war with these animals in unavoidable, it's time to hoist up the black flag.""]",['the group should be fought.'],['Not specified'],[]
"[""- if going to war with these animals in unavoidable, it's time to hoist up the black flag.""]",['Immigrants should be killed'],['Immigrants'],[]
"[""- if going to war with these animals in unavoidable, it's time to hoist up the black flag.""]",['Black folks are violent'],['Black folks'],[]
"[""- if going to war with these animals in unavoidable, it's time to hoist up the black flag.""]",['Immigrants should be beaten'],['Immigrants'],[]
['put nooses around them.'],['Immigrants should be killed'],['Immigrants'],[]
['put nooses around them.'],['kill the group'],['unsure but most likely black people'],[]
"[""we are not feeding our own, ethnically diverse children. it's arrogant to pretend we can help others while kids go hungry.""]",['Immigrants are profiteers.'],['Immigrants'],[]
"[""we are not feeding our own, ethnically diverse children. it's arrogant to pretend we can help others while kids go hungry.""]",['Immigrants should be fed after we are fed.'],['Immigrants'],[]
"[""they're not evil, or sad.they're obnoxious as hell. they're like a shitty smell in the air caused by hatred and jealousy of decent people.""]",['Immigrants are unpleasant and like garbage'],['Immigrants'],[]
"[""they're not evil, or sad.they're obnoxious as hell. they're like a shitty smell in the air caused by hatred and jealousy of decent people.""]",['Immigrants are annoying'],['Immigrants'],[]
"['""turning into a cesspool over there because of their """"""""diversity"""""""" ,they bring their 3rd world habits with them""']",['Immigrants are like animals'],['Immigrants'],[]
"['""turning into a cesspool over there because of their """"""""diversity"""""""" ,they bring their 3rd world habits with them""']",['Immigrants from the 3rd world live in a cesspool due to their habits'],['Immigrants'],[]
['round the muslims up send their asses packing.'],['Muslims should be treated like animals'],['Muslims'],[]
['round the muslims up send their asses packing.'],['Muslims should be deported'],['Muslims'],[]
"['India makes active pedophilia a death penalty crime I don’t know what muslims are going to do but India may end up exterminating any true muslims who follow pedo Muhammad’s example with Aisha. Half the British & American establishment may also end up executed if they act on their perversions. All in all, a good outcome, time for the West to follow this example.']",['Muslims are pedophiles'],['Muslims'],[]
"['India makes active pedophilia a death penalty crime I don’t know what muslims are going to do but India may end up exterminating any true muslims who follow pedo Muhammad’s example with Aisha. Half the British & American establishment may also end up executed if they act on their perversions. All in all, a good outcome, time for the West to follow this example.']",['Musims prophet Muhammad is a pedophile'],['Muslims'],[]
['cheese eating surrender monkeys who know nothing about foreign policy'],['Color people are monkeys.'],['Color people'],[]
['cheese eating surrender monkeys who know nothing about foreign policy'],['Immigrants are ignorant'],['Immigrants'],[]
"[""baltimore don't you have enough problems get illegals out & apparently the prosecutors giving this type of advice need to be fired""]",['Immigrants should be deported'],['Immigrants'],[]
"[""baltimore don't you have enough problems get illegals out & apparently the prosecutors giving this type of advice need to be fired""]",['Immigrants should be deported'],['Immigrants'],[]
['cut all fedfunds to sanctuary cities. arrest mayors violating fedlaw. check their bank accounts for illegal donations. contact'],['Sanctuary cities violate federal law'],['Sanctuary cities'],[]
['cut all fedfunds to sanctuary cities. arrest mayors violating fedlaw. check their bank accounts for illegal donations. contact'],['Latino people are criminals'],['Latino folks'],[]
['she is a poster child for idiocy! send her back to afghanistan'],['Immigrants have to be deported'],['Immigrants'],[]
['she is a poster child for idiocy! send her back to afghanistan'],['the woman needs to be sent back to afghanistan'],['a singular woman'],[]
"['for every church, monastery or christian place of worship that gets hit. a mosque should be also.']",['All muslims are terrorists.'],['Muslims'],[]
"['for every church, monastery or christian place of worship that gets hit. a mosque should be also.']",['Islamophobic threats'],['Muslims'],[]
"['finally! a president that wont get pushed around, by these turd world countries.']",['Immigrants are worthless'],['Immigrants'],[]
"['finally! a president that wont get pushed around, by these turd world countries.']",['Third world countries are shit'],['Third world countries'],[]
"['finally! a president that wont get pushed around, by these turd world countries.']",['Non-western countries are inferior'],['Non-western countries'],[]
"['topic you can debunk kicked, choked in migrant no-go']",['Immigrants should be deported'],['Immigrants'],[]
"['topic you can debunk kicked, choked in migrant no-go']",['Immigrants are insignificant'],['Immigrants'],[]
['the judge approves of invasion and aides in the harboring of fugitives. liberals are perfectly okay with it too!'],['liberals are okay with invasion and harboring of fugitives'],['liberals'],[]
['the judge approves of invasion and aides in the harboring of fugitives. liberals are perfectly okay with it too!'],['Immigrants are invasive'],['Immigrants'],[]
['stop with the warnings. start the action! sic em!'],['Immigrants have to be deported'],['Immigrants'],[]
