id,source,main_post,text,Implied,label,span 1,span 2,span 3,span 4
1013,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Solo che Arisa non gli stava bene a quelaltra si molto bene,,,,,,
1014,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Arisa riprenditi! Vorrei sapere chi ti consiglia a conciarti così. Partendo dalla testa.,,beauty standard expectations,Vorrei sapere chi ti consiglia a conciarti così. Partendo dalla testa.,,,
1015,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","se lo indossano in due, si notano i difetti della donna a cui l'abito veste meno bene e non è carino.",,beauty standard expectations,si notano i difetti della donna a cui l'abito veste meno bene e non è carino.,,,
1016,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Propongo il prossimo Festival al Raccordo Anulare di Roma..tanto.lo stile è quello...,,,,,,
1017,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Già è difficile capire come una donna possa indossare un orrore simile, se poi sono addirittura due diventa inspiegabile. ",,,,,,
1018,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Arisa la rendeva molto volgare! Era infagottata, stava per scoppiare!",,,,,,
1019,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",assolutamente inguardabile in quel vestito! Ma come le è venuto in mente di conciarsi in quel modo.,,"conservative limiting, beauty standard expectations",assolutamente inguardabile in quel vestito! Ma come le è venuto in mente di conciarsi in quel modo,"assolutamente inguardabile in quel vestito!, Ma come le è venuto in mente di conciarsi in quel modo. Comunque...non è mai stata elegantissima nel suo modo di vestire!",,
,,,Comunque...non è mai stata elegantissima nel suo modo di vestire!,,,,,,
1020,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",volgare con quelle tette finte,,,,,,
1021,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Certo che Arisa .....scoppia di salute!!!😜,,,,,,
1022,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","peccato che l'altra è primo violino della scala, inoltre sobria e molto fine..Arisa strabordava volgarità e ciccia ovunque",,,,,,
1023,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Con la differenza che Arisa sembrava avvolta in un sacco nero sbranato dai cinghiali 😁,,beauty standard expectations,Arisa sembrava avvolta in un sacco nero sbranato dai cinghiali,,,
1024,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Stesso abito ma due balconi diversi,,,,,,
1025,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Portato in maniera decisamente diversa, da una parte l’eleganza della super violinista.. dall’altra…. Mah… la stonata che ha ucciso la più bella canzone di grignani….",,,,,,
1026,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Per un abito del genere ci vuole un seno piccolo, non come quello di Arisa. Alla Marzadori stava sicuramente molto meglio.",,beauty standard expectations,Per un abito del genere ci vuole un seno piccolo,,,
1027,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Un conto l'eleganza della violinista... Un conto.... Niente va. Il nulla!!,,,,,,
1028,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Sembrano imbustate in un sacchetto 90x120 per l'immondizia…,,,,,,
1029,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Arisa ?? Una grande caduta di stile,,,,,,
1030,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",La dimostrazione che certi abiti non sono per tutti,,,,,,
1031,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Certo che la Marzadori tutta un’altro vestito… super elegante… bellissima,,,,,,
1032,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Meglio burqa per entrambe, che meno le si vede, meglio è…",,,,,,
1033,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Diciamo la verità.. noi uomini aspettavamo che ad Arisa scoppiasse fuori qualcosa di bello dal vestito !,,sexual objectification,noi uomini aspettavamo che ad Arisa scoppiasse fuori qualcosa di bello dal vestito !,,,
1034,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Certo ad Arisa l'abito non andava bene perche' lei comunque ha un bel seno l'altra stava meglio perche' e' un abito per chi ha pochissimo seno.,,,,,,
1035,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Indossati però in maniera molto diversa, Laura Marzadori l'ha indossato da vera Signora!",,,,,,
1036,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Arisa qui la vedo ben popputa e trombofila. Non c’è che dire ora può stare pure muta !,,"beauty standard expectations, sexual objectification, derogatory and belittling",Arisa qui la vedo ben popputa e trombofila.,"Arisa qui la vedo ben popputa e trombofila, ora può stare pure muta !",ora può stare pure muta !,
1037,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Trovo l'abito bruttissimo e di cattivo gusto.portato da una prosperosa come Arisa, è davvero inguardabile!",,,,,,
1038,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Non c’è storia… Arisa è curiosa nel fisico e poco femminile…le stava malissimo quel vestito…,,,,,,
1039,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",È lo stesso modello ma una ha qualcosa da metterci dentro l'altra no,,beauty standard expectations,È lo stesso modello ma una ha qualcosa da metterci dentro l'altra no,,,
1040,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Importante è saperlo portare. È lì la differenza.,,,,,,
1041,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Ciò che conta del barattolo, è il contenuto...",,,,,,
1042,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Una delle due però aveva 15 gin tonic in corpo,,victim blaming,Una delle due però aveva 15 gin tonic in corpo,,,
1043,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Raffinatezza 0,,,,,,
1044,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Arisa mi sa che ultimamente ha problemi gravi....il successo da alla testa...,,,,,,
1045,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",e comunque la Marzadori appare come una raffinata top model mentre Arisa sembra un trans a cui hanno rifatto le tette troppo grosse....,,,,,,
1046,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Belle piene,,,,,,
1047,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Suppongo che Arisa abbia provato imbarazzo e fastidio,,,,,,
1048,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",L’incidente diplomatico era se scoppiavano le bombe di Arisa,,,,,,
1049,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",SOLO CHE ARISA STRARIPAVA!!😁😁,,,,,,
1050,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Una fata e Peppa Pig... l'abito non fa il monaco...,,,,,,
1051,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Va bene lo stesso cestino ma du tette da mettere dentro?,,,,,,
1052,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Alla violinista stava bene non c’erano palloncini che stavano scoppiando!👎👎per Arisa,,beauty standard expectations,non c’erano palloncini che stavano scoppiando!,,,
1053,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Abito uguale, caciotte diverse 🤷🏻‍♂️ no problem",,,,,,
1054,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Aria ridicola, non hai il corpo per questi tipi di abiti",,,,,,
1055,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Beh però una senza .... l'altra con troppe ...,,,,,,
1056,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",fa schifoooooooo. la prima volta che e andata a San Remo sembrava la manaca di clausura ieri sera sembrava altro.....,,,,,,
1057,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",si ma notare la differenza una con....... l altra la pianura padana,,,,,,
1058,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",È un abito per donne con poco seno...........,,,,,,
1059,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Arisa e diventata un alieno...che ha fatto al viso?,,beauty standard expectations,Arisa e diventata un alieno...che ha fatto al viso?,,,
1060,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Era x dimostrare che certi abiti vanno indossati se si ha poco seno, arisa era volgare",,,,,,
1061,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia","Arisa non poteva camminare e si vedevano troppo i seni perché è prosperosa e la rendeva volgare . Ma con tutte le stoffe, i colori.....che ci sono",,"beauty standard expectations, conservative limiting",si vedevano troppo i seni perché è prosperosa e la rendeva volgare,si vedevano troppo i seni perché è prosperosa e la rendeva volgare,,
1062,Il Messaggero,"Arisa e Laura Marzadori a Sanremo con lo stesso abito, l'incidente diplomatico all'Ariston: ecco il tubino della discordia",Vestiti più decorosi non guasterebbero.,,,,,,
